Disease,Drug
Intraabdominal Infection,piperacillin / tazobactam
Intraabdominal Infection,ceftriaxone
Intraabdominal Infection,moxifloxacin
Intraabdominal Infection,amikacin
Intraabdominal Infection,cefotaxime
Intraabdominal Infection,cefepime
Intraabdominal Infection,ceftazidime
Intraabdominal Infection,gentamicin
Intraabdominal Infection,doripenem
Intraabdominal Infection,tigecycline
Intraocular Hypertension,latanoprost
Intraocular Hypertension,timolol
Intraocular Hypertension,brimonidine
Intraocular Hypertension,dorzolamide / timolol
Intraocular Hypertension,dorzolamide
Intraocular Hypertension,travoprost
Intraocular Hypertension,bimatoprost
Intraocular Hypertension,brimonidine / timolol
Intraocular Hypertension,pilocarpine
Intraocular Hypertension,brinzolamide
Intraocular Hypertension,levobunolol
Intravenous Digital Subtraction Angiography,ioversol
Intravenous Urography,ioversol
"Mucormycosis, Invasive",isavuconazonium
Iridocyclitis,prednisone
Iridocyclitis,corticotropin
Iridocyclitis,dexamethasone
Iridocyclitis,triamcinolone
Iridocyclitis,cortisone
Iritis,prednisolone
Iritis,prednisone
Iritis,dexamethasone
Iritis,loteprednol
Iritis,triamcinolone
Iritis,loteprednol / tobramycin
Iritis,corticotropin
Iritis,cortisone
Iron Overload,deferasirox
Iron Overload,deferiprone
"Iron Poisoning, Acute",deferoxamine
"Iron Poisoning, Chronic",deferoxamine
"Ischemic Stroke, Prophylaxis",aspirin
"Ischemic Stroke, Prophylaxis",clopidogrel
"Ischemic Stroke, Prophylaxis",pravastatin
"Ischemic Stroke, Prophylaxis",aspirin / dipyridamole
Pruritus,hydroxyzine
Pruritus,diphenhydramine
Pruritus,gabapentin
Pruritus,hydrocortisone
Pruritus,cyproheptadine
Pruritus,doxepin
Pruritus,ondansetron
Pruritus,ammonium lactate
Pruritus,calamine
Pruritus,lidocaine
IV Catheter Clot,alteplase
Japanese Encephalitis Virus Prophylaxis,"japanese enceph vacc sa14-14-2, inactivated"
Jet Lag,armodafinil
Joint Infection,clindamycin
Joint Infection,ciprofloxacin
Joint Infection,cefuroxime
Joint Infection,metronidazole
Joint Infection,ceftriaxone
Joint Infection,cefazolin
Joint Infection,amikacin
Joint Infection,ceftazidime
Joint Infection,penicillin g sodium
Juvenile Rheumatoid Arthritis,meloxicam
Juvenile Rheumatoid Arthritis,naproxen
Juvenile Rheumatoid Arthritis,prednisone
Juvenile Rheumatoid Arthritis,sulfasalazine
Juvenile Rheumatoid Arthritis,celecoxib
Juvenile Rheumatoid Arthritis,etodolac
Juvenile Rheumatoid Arthritis,aspirin
Juvenile Rheumatoid Arthritis,ibuprofen
Juvenile Rheumatoid Arthritis,dexamethasone
Juvenile Rheumatoid Arthritis,etanercept
Juvenile Rheumatoid Arthritis,oxaprozin
Juvenile Rheumatoid Arthritis,sulindac
Juvenile Idiopathic Arthritis,methotrexate
Juvenile Idiopathic Arthritis,etanercept
Juvenile Idiopathic Arthritis,tocilizumab
Juvenile Idiopathic Arthritis,adalimumab
Juvenile Idiopathic Arthritis,canakinumab
Juvenile Idiopathic Arthritis,infliximab
Juvenile Idiopathic Arthritis,abatacept
Kawasaki Disease (Mucocutaneous Lymph Node Syndrome),aspirin
Kawasaki Disease (Mucocutaneous Lymph Node Syndrome),immune globulin intravenous
Kawasaki Disease (Mucocutaneous Lymph Node Syndrome),infliximab
Keloids,triamcinolone
Keratitis,prednisolone
Keratitis,dexamethasone / tobramycin
Keratitis,loteprednol
Keratitis,dexamethasone
Keratitis,prednisone
Keratitis,triamcinolone
Keratitis,bacitracin / neomycin / polymyxin b
Keratitis,corticotropin
Keratitis,dexamethasone / neomycin / polymyxin b
Keratitis,prednisolone / sulfacetamide sodium
Keratitis,hydrocortisone / neomycin / polymyxin b
Keratoconjunctivitis,diclofenac
Keratoconjunctivitis,dexamethasone / neomycin / polymyxin b
Keratoconjunctivitis,prednisolone / sulfacetamide sodium
Keratoconjunctivitis,cromolyn
Keratoconjunctivitis,bacitracin / neomycin / polymyxin b
Keratoconjunctivitis,lodoxamide
Keratoconjunctivitis,gentamicin / prednisolone
Keratoconjunctivitis,hydrocortisone / neomycin / polymyxin b
Keratoconjunctivitis,bacitracin / polymyxin b
Keratosis,fluorouracil
Keratosis,imiquimod
Keratosis,diclofenac
Keratosis,collagenase
Keratosis,ingenol
Keratosis,aminolevulinic acid
Keratosis,methyl aminolevulinate
Kidney Infections (Pyelonephritis),ciprofloxacin
Kidney Infections (Pyelonephritis),cephalexin
Kidney Infections (Pyelonephritis),sulfamethoxazole / trimethoprim
Kidney Infections (Pyelonephritis),levofloxacin
Kidney Infections (Pyelonephritis),amoxicillin / clavulanate
Kidney Infections (Pyelonephritis),ceftriaxone
Kidney Infections (Pyelonephritis),cefuroxime
Kidney Infections (Pyelonephritis),methenamine
Kidney Infections (Pyelonephritis),cefazolin
Kidney Infections (Pyelonephritis),cefepime
Kidney Infections (Pyelonephritis),cefotaxime
Kidney Infections (Pyelonephritis),cefpodoxime
Nephrolithiasis,potassium citrate
Klinefelter Syndrome,testosterone
Linear IgA Disease,dapsone
Linear IgA Disease,colchicine
Linear IgA Disease,mycophenolate mofetil
Labor Induction,oxytocin
Labor Induction,misoprostol
Labor Induction,dinoprostone
Labor Pain,butorphanol
Labor Pain,oxymorphone
Labor Pain,ropivacaine
Lactation Suppression,clomiphene
Lactose Intolerance,lactase
Lymphangioleiomyomatosis,sirolimus
Langerhans' Cell Histiocytosis,indomethacin
"Lead Poisoning, Mild",edetate calcium disodium
"Lead Poisoning, Severe",succimer
"Lead Poisoning, Severe",edetate calcium disodium
Plantar Fibromatosis,clobetasol
Plantar Fibromatosis,triamcinolone
Left Ventricular Dysfunction,carvedilol
Left Ventricular Dysfunction,metoprolol
Left Ventricular Dysfunction,ramipril
Left Ventricular Dysfunction,valsartan
Left Ventricular Dysfunction,enalapril
Left Ventricular Dysfunction,benazepril
Left Ventricular Dysfunction,captopril
Left Ventricular Dysfunction,perindopril
Left Ventricular Dysfunction,quinapril
Left Ventricular Dysfunction,fosinopril
Left Ventricular Dysfunction,moexipril
Left Ventricular Dysfunction,trandolapril
Left Ventriculography,ioversol
Left Ventriculography,iopromide
Legionella Pneumonia,azithromycin
Legionella Pneumonia,clarithromycin
Legionella Pneumonia,erythromycin
Legionella Pneumonia,rifampin
Lemierre's Syndrome,chloramphenicol
Lemierre's Syndrome,metronidazole
Lemierre's Syndrome,clindamycin
Lemierre's Syndrome,cilastatin / imipenem
Lennox-Gastaut Syndrome,clobazam
Lennox-Gastaut Syndrome,rufinamide
Lennox-Gastaut Syndrome,topiramate
Lennox-Gastaut Syndrome,felbamate
Lennox-Gastaut Syndrome,cannabidiol
Leprosy,dapsone
Leprosy,rifampin
Leprosy,clofazimine
"Leprosy, Borderline",rifampin
"Leprosy, Dapsone-Resistant",clofazimine
"Leprosy, Dapsone-Sensitive",clofazimine
"Leprosy, Erythema Nodosum Leprosum",thalidomide
"Leprosy, Erythema Nodosum Leprosum",clofazimine
"Leprosy, Lepromatous",dapsone
"Leprosy, Tuberculoid",rifampin
"Leprosy, Tuberculoid",dapsone
Leptospirosis,ampicillin
Leptospirosis,penicillin g potassium
Leptospirosis,penicillin g sodium
Leukocytoclastic Vasculitis,dapsone
Leukocytoclastic Vasculitis,idarubicin
Lhermitte's Sign,gabapentin
Lichen Planus,clobetasol
Lichen Planus,triamcinolone
Lichen Planus,prednisone
Lichen Planus,betamethasone
Lichen Planus,fluocinonide
Lichen Sclerosus,clobetasol
Lichen Sclerosus,fluocinolone
Lichen Sclerosus,betamethasone
Lichen Sclerosus,triamcinolone
Lichen Sclerosus,prednisone
Lichen Sclerosus,fluticasone
Lichen Sclerosus,tretinoin
Lichen Simplex Chronicus,triamcinolone
Lichen Simplex Chronicus,doxepin
Lichen Simplex Chronicus,aloe polysaccharides / iodoquinol
Light Anesthesia,midazolam
Light Anesthesia,diazepam
Light Anesthesia,lorazepam
Light Anesthesia,cisatracurium
Light Sedation,diazepam
Light Sedation,midazolam
Light Sedation,promethazine
Light Sedation,chlorpromazine
Light Sedation,meperidine
Light Sedation,chlordiazepoxide
Light Sedation,secobarbital
Light Sedation,levorphanol
Lipodystrophy,tesamorelin
Lipodystrophy,metreleptin
Liposarcoma,eribulin
Liposarcoma,palbociclib
Lithium Tremor,nadolol
Liver Magnetic Resonance Imaging,gadoxetate disodium
Liver Metastasis in Adenocarcinoma,floxuridine
Local Anesthesia,lidocaine
Local Anesthesia,bupivacaine
Local Anesthesia,mepivacaine
Local Anesthesia,cocaine
Local Anesthesia,articaine / epinephrine
Local Anesthesia,ropivacaine
Local Anesthesia,epinephrine / lidocaine
Local Anesthesia,tetracaine
Local Anesthesia,dibucaine
Local Anesthesia,chloroprocaine
Loeffler's Syndrome (Pulmonary Eosinophilia),prednisone
Loeffler's Syndrome (Pulmonary Eosinophilia),dexamethasone
Loeffler's Syndrome (Pulmonary Eosinophilia),triamcinolone
Loeffler's Syndrome (Pulmonary Eosinophilia),cortisone
Loiasis,albendazole
Long QT Syndrome,nadolol
Lower Limb Spasticity,onabotulinumtoxinA
Lower Limb Spasticity,abobotulinumtoxinA
Toxic Epidermal Necrolysis,prednisone
Toxic Epidermal Necrolysis,dexamethasone
Toxic Epidermal Necrolysis,infliximab
"Lyme Disease, Arthritis",hydroxychloroquine
"Lyme Disease, Arthritis",doxycycline
"Lyme Disease, Arthritis",amoxicillin
"Lyme Disease, Arthritis",tetracycline
"Lyme Disease, Arthritis",ceftriaxone
"Lyme Disease, Arthritis",cefotaxime
"Lyme Disease, Carditis",amoxicillin
"Lyme Disease, Carditis",doxycycline
"Lyme Disease, Carditis",cefotaxime
"Lyme Disease, Carditis",ceftriaxone
"Lyme Disease, Carditis",tetracycline
"Lyme Disease, Erythema Chronicum Migrans",azithromycin
"Lyme Disease, Erythema Chronicum Migrans",doxycycline
"Lyme Disease, Erythema Chronicum Migrans",amoxicillin
"Lyme Disease, Erythema Chronicum Migrans",penicillin v potassium
"Lyme Disease, Erythema Chronicum Migrans",tetracycline
"Lyme Disease, Neurologic",doxycycline
"Lyme Disease, Neurologic",amoxicillin
"Lyme Disease, Neurologic",tetracycline
"Lyme Disease, Neurologic",ceftriaxone
"Lyme Disease, Neurologic",cefotaxime
"Lyme Disease, Neurologic",penicillin g potassium
Lymphocytic Colitis,loperamide
Lymphocytic Colitis,sulfasalazine
Lymphocytic Colitis,mesalamine
Lymphocytic Colitis,bismuth subsalicylate
Lymphogranuloma Venereum,erythromycin
Lymphogranuloma Venereum,doxycycline
Lysosomal Acid Lipase Deficiency,sebelipase alfa
Macrophage Activation Syndrome,etanercept
Macular Degeneration,ranibizumab
Macular Degeneration,aflibercept
Macular Degeneration,bevacizumab
Macular Degeneration,verteporfin
Macular Degeneration,pegaptanib
Macular Degeneration,brolucizumab
Macular Edema,dexamethasone
Macular Edema,ranibizumab
Macular Edema,aflibercept
Macular Edema,fluocinolone
Malaria,artemether / lumefantrine
Malaria,mefloquine
Malaria,doxycycline
Malaria,chloroquine
Malaria,hydroxychloroquine
Malaria,atovaquone / proguanil
Malaria,clindamycin
Malaria,primaquine
Malaria,atovaquone
Malaria Prevention (Malaria Prophylaxis),doxycycline
Malaria Prevention (Malaria Prophylaxis),atovaquone / proguanil
Malaria Prevention (Malaria Prophylaxis),mefloquine
Malaria Prevention (Malaria Prophylaxis),chloroquine
Malaria Prevention (Malaria Prophylaxis),hydroxychloroquine
Malaria Prevention (Malaria Prophylaxis),primaquine
Malaria Prevention (Malaria Prophylaxis),pyrimethamine
Malaria Prevention (Malaria Prophylaxis),tafenoquine
Malignant Hyperthermia,dantrolene
Malignant Pleural Effusion,bleomycin
Manscaping Pain,lidocaine
Mantle Cell Lymphoma,ibrutinib
Mantle Cell Lymphoma,rituximab
Mantle Cell Lymphoma,lenalidomide
Mantle Cell Lymphoma,bortezomib
Mantle Cell Lymphoma,methotrexate
Mantle Cell Lymphoma,cyclophosphamide
Mantle Cell Lymphoma,acalabrutinib
Mantle Cell Lymphoma,cytarabine
Mantle Cell Lymphoma,doxorubicin
Mantle Cell Lymphoma,mitoxantrone
Mantle Cell Lymphoma,vincristine
Mantle Cell Lymphoma,zanubrutinib
Systemic Mastocytosis,cromolyn
Systemic Mastocytosis,omeprazole
Systemic Mastocytosis,lansoprazole
Systemic Mastocytosis,imatinib
Systemic Mastocytosis,midostaurin
McCune-Albright Syndrome,tamoxifen
McCune-Albright Syndrome,anastrozole
Mild Cognitive Impairment,donepezil
Mixed Connective Tissue Disease,prednisone
Myelodysplastic Syndrome,filgrastim
Myelodysplastic Syndrome,azacitidine
Myelodysplastic Syndrome,decitabine
Measles,immune globulin intramuscular
Measles Prophylaxis,measles virus vaccine / mumps virus vaccine / rubella virus vaccine
Measles Prophylaxis,measles virus vaccine
Measles Prophylaxis,measles virus vaccine / mumps virus vaccine / rubella virus vaccine / varicella virus vaccine
Medical Procedures,sodium chloride
Medical Procedures,formaldehyde
"Melanoma, Metastatic",ipilimumab
"Melanoma, Metastatic",nivolumab
"Melanoma, Metastatic",trametinib
"Melanoma, Metastatic",dabrafenib
"Melanoma, Metastatic",pembrolizumab
"Melanoma, Metastatic",temozolomide
"Melanoma, Metastatic",vemurafenib
"Melanoma, Metastatic",isotretinoin
"Melanoma, Metastatic",dacarbazine
"Melanoma, Metastatic",peginterferon alfa-2b
"Melanoma, Metastatic",aldesleukin
"Melanoma, Metastatic",cobimetinib
"Melanoma, Metastatic",talimogene laherparepvec
Melasma,fluocinolone / hydroquinone / tretinoin
Melasma,tranexamic acid
Melioidosis,sulfamethoxazole / trimethoprim
Melioidosis,amoxicillin / clavulanate
Melioidosis,doxycycline
Melioidosis,ceftazidime
Meniere's Disease,diazepam
Meningitis,ceftriaxone
Meningitis,meropenem
Meningitis,vancomycin
Meningitis,sulfamethoxazole / trimethoprim
Meningitis,metronidazole
Meningitis,cefotaxime
Meningitis,rifampin
Meningitis,chloramphenicol
Meningitis,amikacin
Meningitis,triamcinolone
Meningitis,gentamicin
Meningitis,ampicillin
Meningitis,ceftazidime
Meningitis,cefuroxime
Meningitis,cilastatin / imipenem
"Meningitis, Haemophilus influenzae",dexamethasone
"Meningitis, Listeriosis",dexamethasone
"Meningitis, Meningococcal",dexamethasone
"Meningitis, Meningococcal",minocycline
"Meningitis, Meningococcal",penicillin g sodium
"Meningitis, Meningococcal",meningococcal group B vaccine
"Meningitis, Meningococcal",penicillin g potassium
"Meningitis, Pneumococcal",dexamethasone
"Meningitis, Pneumococcal",penicillin g potassium
"Meningitis, Pneumococcal",penicillin g sodium
"Meningitis, Streptococcus Group B",penicillin g potassium
"Meningitis, Streptococcus Group B",penicillin g sodium
Meningococcal Meningitis Prophylaxis,ceftriaxone
Meningococcal Meningitis Prophylaxis,ciprofloxacin
Meningococcal Meningitis Prophylaxis,rifampin
Meningococcal Meningitis Prophylaxis,meningococcal conjugate vaccine
Meningococcal Meningitis Prophylaxis,meningococcal group B vaccine
Menstrual Disorders,tranexamic acid
Menstrual Disorders,drospirenone / ethinyl estradiol
Menstrual Disorders,ethinyl estradiol / norethindrone
Mercury Poisoning,dimercaprol
Metabolic Acidosis,sodium bicarbonate
Metabolic Acidosis,citric acid / potassium citrate / sodium citrate
"Metagonimus yokogawai, Intestinal Fluke",praziquantel
Methanol Poisoning,fomepizole
Methotrexate Overdosage,levoleucovorin
Methotrexate Overdosage,leucovorin
Methotrexate Overdosage,glucarpidase
Methotrexate Rescue,leucovorin
Methotrexate Rescue,levoleucovorin
Microscopic polyangiitis,rituximab
Microsporidiosis,itraconazole
Microsporidiosis,albendazole
Migraine Prevention (Migraine Prophylaxis),topiramate
Migraine Prevention (Migraine Prophylaxis),propranolol
Migraine Prevention (Migraine Prophylaxis),amitriptyline
Migraine Prevention (Migraine Prophylaxis),verapamil
Migraine Prevention (Migraine Prophylaxis),nortriptyline
Migraine Prevention (Migraine Prophylaxis),amlodipine
Migraine Prevention (Migraine Prophylaxis),atenolol
Migraine Prevention (Migraine Prophylaxis),baclofen
Migraine Prevention (Migraine Prophylaxis),lisinopril
Migraine Prevention (Migraine Prophylaxis),divalproex sodium
Migraine Prevention (Migraine Prophylaxis),clonazepam
Migraine Prevention (Migraine Prophylaxis),zonisamide
Migraine Prevention (Migraine Prophylaxis),olmesartan
Migraine Prevention (Migraine Prophylaxis),metoprolol
Transient Ischemic Attack,clopidogrel
Transient Ischemic Attack,aspirin
Minor Skin Conditions,vitamin a & d
Minor Skin Conditions,benzoin
Minor Skin Irritation,vitamin a & d
Minor Skin Irritation,pramoxine / zinc acetate
Minor Skin Irritation,camphor / menthol
Molluscum Contagiosum,imiquimod
Moniliformis Infection,pyrantel
Monkeypox Prophylaxis,smallpox and monkeypox vaccine
Nausea/Vomiting of Pregnancy,doxylamine / pyridoxine
Nausea/Vomiting of Pregnancy,calcium / folic acid / ginger / pyridoxine
Mucopolysaccharidosis Type IV,elosulfase alfa
Motion Sickness,meclizine
Motion Sickness,promethazine
Motion Sickness,scopolamine
Motion Sickness,dimenhydrinate
Motion Sickness,diphenhydramine
Mountain Sickness / Altitude Sickness,acetazolamide
Mountain Sickness / Altitude Sickness,dexamethasone
Multiple Sclerosis,prednisone
Multiple Sclerosis,glatiramer
Multiple Sclerosis,dalfampridine
Multiple Sclerosis,fingolimod
Multiple Sclerosis,interferon beta-1a
Multiple Sclerosis,dexamethasone
Multiple Sclerosis,dimethyl fumarate
Multiple Sclerosis,natalizumab
Multiple Sclerosis,teriflunomide
Muckle Wells Syndrome,canakinumab
Muckle Wells Syndrome,rilonacept
Mucopolysaccharidosis Type II,idursulfase
Mucopolysaccharidosis Type VI,galsulfase
Mucositis,chlorhexidine
Mucositis,palifermin
Mucositis,saliva substitutes
Mucositis,sodium hyaluronate
Multifocal Motor Neuropathy,immune globulin intravenous and subcutaneous
Multiple Endocrine Adenomas,omeprazole
Multiple Endocrine Adenomas,lansoprazole
Osteolytic Bone Lesions of Multiple Myeloma,zoledronic acid
Osteolytic Bone Lesions of Multiple Myeloma,pamidronate
Osteolytic Bone Lesions of Multiple Myeloma,denosumab
Mumps Prophylaxis,measles virus vaccine / mumps virus vaccine / rubella virus vaccine / varicella virus vaccine
Mumps Prophylaxis,measles virus vaccine / mumps virus vaccine / rubella virus vaccine
Mumps Prophylaxis,mumps virus vaccine
Myasthenia Gravis,pyridostigmine
Myasthenia Gravis,azathioprine
Myasthenia Gravis,mycophenolate mofetil
Myasthenia Gravis,neostigmine
Myasthenia Gravis,immune globulin intravenous
Myasthenia Gravis,ephedrine
Myasthenia Gravis,eculizumab
"Mycobacterium avium-intracellulare, Prophylaxis",azithromycin
"Mycobacterium avium-intracellulare, Prophylaxis",ethambutol
"Mycobacterium avium-intracellulare, Prophylaxis",clarithromycin
"Mycobacterium avium-intracellulare, Prophylaxis",rifabutin
"Mycobacterium avium-intracellulare, Treatment",ethambutol
"Mycobacterium avium-intracellulare, Treatment",azithromycin
"Mycobacterium avium-intracellulare, Treatment",rifampin
"Mycobacterium avium-intracellulare, Treatment",clarithromycin
"Mycobacterium avium-intracellulare, Treatment",rifabutin
"Mycobacterium avium-intracellulare, Treatment",ciprofloxacin
"Mycobacterium avium-intracellulare, Treatment",ofloxacin
"Mycobacterium avium-intracellulare, Treatment",streptomycin
"Mycobacterium avium-intracellulare, Treatment",amikacin liposome
Mycobacterium kansasii,isoniazid
Mycoplasma Pneumonia,azithromycin
